top - 12:47:31 up  1:13,  4 users,  load average: 0.17, 0.10, 0.12
Tasks: 380 total,   1 running, 379 sleeping,   0 stopped,   0 zombie
%Cpu(s):  4.3 us,  4.3 sy,  0.0 ni, 91.3 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st 
MiB Mem :   3387.2 total,    116.1 free,   2238.9 used,   1018.8 buff/cache     
MiB Swap:   3263.0 total,   1960.8 free,   1302.2 used.   1148.3 avail Mem 

    PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND
   6364 sysadmin  20   0  324812   8948   8564 S   0.0   0.3   0:00.00 gsd-pri+
   6367 sysadmin  20   0  458924   6020   5892 S   0.0   0.2   0:00.00 gsd-rfk+
   6374 sysadmin  20   0  310716   6048   5664 S   0.0   0.2   0:00.00 gsd-scr+
   6375 sysadmin  20   0  469992   8908   8268 S   0.0   0.3   0:00.00 gsd-sha+
   6376 sysadmin  20   0  387560   6500   6244 S   0.0   0.2   0:00.00 gsd-sma+
   6377 sysadmin  20   0  257968   6912   6656 S   0.0   0.2   0:00.00 gsd-sou+
   6379 sysadmin  20   0  418088  11852  11084 S   0.0   0.3   0:00.02 gsd-wac+
   6389 sysadmin  20   0  917560  20628  19476 S   0.0   0.6   0:00.06 evoluti+
   6407 sysadmin  20   0  306752   6048   5408 S   0.0   0.2   0:00.00 gsd-dis+
   6448 sysadmin  20   0  391300   7340   6956 S   0.0   0.2   0:00.00 goa-ide+
   6550 sysadmin  20   0  421368   9256   9000 S   0.0   0.3   0:00.00 gsd-pri+
   6551 sysadmin  20   0  900472  11676  11292 S   0.0   0.3   0:00.01 evoluti+
   6552 sysadmin  20   0  390216   8728   7576 S   0.0   0.3   0:00.07 gvfs-ud+
   6565 sysadmin  20   0  310856   5936   5424 S   0.0   0.2   0:00.00 gvfs-go+
   6570 sysadmin  20   0  312400   5928   5672 S   0.0   0.2   0:00.00 gvfs-gp+
   6579 sysadmin  20   0  392636   6920   6664 S   0.0   0.2   0:00.21 gvfs-af+
   6587 sysadmin  20   0  311088   6160   5648 S   0.0   0.2   0:00.00 gvfs-mt+
   6602 sysadmin  20   0  172344   6488   6232 S   0.0   0.2   0:00.00 ibus-me+
   6603 sysadmin  20   0  428024  19396  11688 S   0.0   0.6   0:01.73 ibus-ex+
   6605 sysadmin  20   0  311728   6600   6472 S   0.0   0.2   0:00.01 ibus-po+
   6623 sysadmin  20   0  831516  14200  13688 S   0.0   0.4   0:00.01 evoluti+
   6646 sysadmin  20   0  172472   7020   6252 S   0.0   0.2   0:01.72 ibus-en+
   6695 sysadmin  20   0  537612   7264   7008 S   0.0   0.2   0:00.00 gvfsd-t+
   6716 sysadmin  39  19  745928  16572  12280 S   0.0   0.5   0:00.53 localse+
   6742 sysadmin  20   0 2593036  14536  14308 S   0.0   0.4   0:00.02 gjs
   6754 sysadmin  20   0  839916  13588  12180 S   0.0   0.4   0:00.18 xdg-des+
   6759 sysadmin  20   0  692896  16716  14668 S   0.0   0.5   0:00.13 xdg-des+
   6760 root      20   0  312180   6132   6004 S   0.0   0.2   0:00.00 ubuntu-+
   6836 sysadmin  20   0  172080   5800   5544 S   0.0   0.2   0:00.00 gvfsd-m+
   6838 sysadmin  20   0  422032  13396  11476 S   0.0   0.4   0:00.04 xdg-des+
   6859 sysadmin  20   0   41400   6372   6116 S   0.0   0.2   0:00.29 snapd-d+
   6915 sysadmin  20   0  435468  11812  10740 S   0.0   0.3   0:00.05 snapd-d+
   6940 sysadmin  20   0  192232   6912   5248 S   0.0   0.2   0:00.05 Xwayland
   6944 sysadmin  20   0  453656  15400  13120 S   0.0   0.4   0:00.06 gsd-xse+
   6953 sysadmin  20   0 1097868  18016  16096 S   0.0   0.5   0:00.08 mutter-+
   6978 sysadmin  20   0  182020   8640   8128 S   0.0   0.2   0:00.00 ibus-x11
   7062 sysadmin  20   0  574132  19548  16604 S   0.0   0.6   0:00.19 update-+
   7505 sysadmin  20   0 1691044  19476  14500 S   0.0   0.6   0:00.12 snap
   9403 dev-alf+  20   0   11.3g 349764 127344 S   0.0  10.1   0:40.64 firefox
   9537 dev-alf+  20   0   19864   2064   1908 S   0.0   0.1   0:00.00 crashhe+
   9626 dev-alf+  20   0  289616  26588  20316 S   0.0   0.8   0:00.01 forkser+
   9631 dev-alf+  20   0  304356  30284  23596 S   0.0   0.9   0:00.00 Socket +
   9645 dev-alf+  20   0 2453304  85940  70572 S   0.0   2.5   0:00.37 WebExte+
   9655 dev-alf+  20   0  416680  32176  24588 S   0.0   0.9   0:00.02 RDD Pro+
   9694 dev-alf+  20   0 2532928 157140  88704 S   0.0   4.5   0:06.89 Privile+
   9721 dev-alf+  20   0 1764836  19604  14628 S   0.0   0.6   0:00.12 snap
  10165 dev-alf+  20   0  413928  32024  25204 S   0.0   0.9   0:00.02 Utility+
  10314 dev-alf+  20   0 2582168 141684  90920 S   0.0   4.1   0:05.49 Isolate+
  10540 dev-alf+  20   0 2416628  63456  56252 S   0.0   1.8   0:00.02 Web Con+
  10575 dev-alf+  20   0 2416628  63264  56188 S   0.0   1.8   0:00.03 Web Con+
  10610 dev-alf+  20   0 2416628  65888  56252 S   0.0   1.9   0:02.42 Web Con+
  11299 sysadmin  20   0 2785708  45088  33120 S   0.0   1.3   0:00.50 gjs
  11348 sysadmin  20   0  634764  41732  31060 S   0.0   1.2   0:08.86 gnome-t+
  11355 sysadmin  20   0   11936   5308   3388 S   0.0   0.2   0:00.26 bash
  11453 sysadmin  20   0   11.5g 531400 196168 S   0.0  15.3   1:14.48 firefox
  11514 sysadmin  20   0   19864   2124   1968 S   0.0   0.1   0:00.00 crashhe+
  11592 sysadmin  20   0  289616  27196  20540 S   0.0   0.8   0:00.01 forkser+
  11597 sysadmin  20   0  305400  34032  26556 S   0.0   1.0   0:00.46 Socket +
  11611 sysadmin  20   0 2458764  90468  73944 S   0.0   2.6   0:00.56 WebExte+
  11619 sysadmin  20   0  412904  32436  24448 S   0.0   0.9   0:00.03 RDD Pro+
  11654 sysadmin  20   0 2623392 224640  93532 S   0.0   6.5   0:10.00 Privile+
  12120 sysadmin  20   0  414952  40256  30732 S   0.0   1.2   0:00.06 Utility+
  12128 sysadmin  20   0 2674424 191020  95340 S   0.0   5.5   0:13.57 Isolate+
  12392 sysadmin  20   0 2640376 236888  92916 S   0.0   6.8   0:07.42 Isolate+
  13269 root      20   0       0      0      0 I   0.0   0.0   0:01.22 kworker+
  13656 sysadmin  20   0 2926684 450092 105892 S   0.0  13.0   0:13.87 Isolate+
  13691 sysadmin  20   0 2415948  67496  55028 S   0.0   1.9   0:00.04 Web Con+
  13698 sysadmin  20   0 2415948  67636  55168 S   0.0   2.0   0:00.72 Web Con+
  13713 root      20   0       0      0      0 I   0.0   0.0   0:00.26 kworker+
  13742 root      20   0       0      0      0 I   0.0   0.0   0:00.27 kworker+
  13793 sysadmin  20   0 2415948  67764  55168 S   0.0   2.0   0:00.69 Web Con+
  21196 root      20   0       0      0      0 I   0.0   0.0   0:00.47 kworker+
  21544 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
  21951 root      20   0       0      0      0 I   0.0   0.0   0:00.40 kworker+
  21995 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
  22180 sysadmin  20   0   12860   4476   2684 R   0.0   0.1   0:00.01 top
